0,1,2,3,4,5,6
がたがたになる,,exp v5r,v5,1,to break down to collapse to fall apart,2832434
がっかりするな,,exp,,2,cheer up!,1003180
がつんと言う,がつんという,exp v5u,v5,2,to tell a person (something) emphatically to let a person have it,2027250
がんと一発くらわす,がんといっぱつくらわす,exp v5s,v5,3,to punch someone to give someone a belt,2106500
が早いか,がはやいか,exp,,2,no sooner ... than ... hardly ... when ... as soon as,2018170
きまりが悪い,きまりがわるい,exp adj-i,adj-i,3,embarrassed ashamed,2576620
きめえ,,exp sl,,2,disgusting gross bad feeling weird,2404600
ぎゃふんと言う,ぎゃふんという,exp v5u,v5,3,to be beaten hollow to be argued into silence,2069280
ぎゅうぎゅう詰め,ぎゅうぎゅうづめ,exp,,2,jam packed,2403160
ぎんた,,exp id kyu,,1,in case of,2451420
くぐもった声,くぐもったこえ,exp n,,3,muffled voice,2056270
くじで選ぶ,くじでえらぶ,exp v5b,v5,2,to choose by lot,2406890
くじを引く,くじをひく,exp v5k,v5,3,to draw lots,2183570
くすくす笑う,くすくすわらう,exp v5u,v5,4,to giggle,1003720
くそ食らえ,くそくらえ,exp int uk,,3,fuck off! eat shit up yours! up your arse (ass) (that's a) load of rubbish nonsense! to hell with it codswallop,2055860
くたばっちまえ,,exp col vulg ktb,,3,"drop dead, you bastard! fuck you!",1003780
くたばり損ない,くたばりぞこない,exp vulg uk,,2,worthless (of a person) somebody who wouldn't be missed if they died,2064900
くたばれ,,exp vulg ktb,,4,drop dead! go to hell! fuck you! shove it!,1003800
くだちゃい,,exp col,,1,please please give me please do for me,2831477
くちばしが黄色い,くちばしがきいろい,exp adj-i,adj-i,3,fledgling young and inexperienced green wet behind the ears,2761760
くの字に曲げる,くのじにまげる,exp v1,v1,2,to bend over in the shape of the the character ku to bend forward from the waist to form a chevron shape,2520950
くらいなら,,exp aux,,1,rather than (do ...),2824610
くらいのもの,,exp,,1,only just,2824620
ぐうの音も出ない,ぐうのねもでない,exp adj-i,adj-i,3,lost for words not knowing what to say by way of excuse (refutation),2122840
ぐっと来る,ぐっとくる,exp vk uk,vk,1,to touch emotionally to feel something to strike home,2694890
けじめを付ける,けじめをつける,exp v1 uk,v1,5,to draw the line (between two situations) to make a clear distinction,2267000
けちのつき始め,けちのつきはじめ,exp,,1,the first sign of bad luck the first bad omen,2431200
けっこう大変,けっこうたいへん,exp,,1,quite a chore not that easy fairly difficult,2027090
けりが付く,けりがつく,exp v5k uk,v5,3,to be settled to be brought to an end,2025190
けりを付ける,けりをつける,exp v1 uk,v1,4,to settle to finish to bring to an end,2025200
けんつくを食わせる,けんつくをくわせる,exp v1,v1,2,to angrily reject to snub to give a person a good scolding to give a person a rap on the knuckles,2572570
げろげろ,,exp sl,,2,gross me out! disgusting!,1004290
げろげろ吐く,げろげろはく,exp v5k,v5,2,to vomit to throw up,2275590
こういった,,exp,,3,this sort of,2202790
こうする,,exp vs-i,vs,2,to (do) like this,2129880
こうすると,,exp,,602,having done this if this is done if it is done in this way,1004330
こうすれば,,exp,,602,if you do this if this is the case,1004340
こうなると,,exp,,1,given the situation now that it has come to this,2612880
こえー,,exp col,,1,scary,2827245
こけつ転びつ,こけつまろびつ,exp adv uk,,2,(hurrying along) falling and stumbling falling all over oneself,2729560
こけの後思案,こけのあとじあん,exp obsc,,1,hindsight is 20-20 (even for a fool),2826110
ここだけの話,ここだけのはなし,exp,,1,confidentially speaking between you and me don't tell anybody else about this,2803020
ここにきて,,exp,,1,recently,2542300
ここまで来たら,ここまできたら,exp uk,,1,after having come this far now that we've come this far,2825837
ここら辺,ここらへん,exp adv,,2,about here in this neighborhood,2734980
ここら辺り,ここらあたり,exp adv uk,,2,about here in this neighborhood,2734990
ここん所,ここんとこ,exp uk,,3,recently lately these days,1985270
ここ一番,ここいちばん,exp n,,2,the crucial moment the moment of truth do-or-die situation crucial juncture crucial stage,2045140
こちらこそ,,exp,,4,it is I who should say so,1004510
こちらの話,こちらのはなし,exp,,3,matter being discussed (e.g. in a private conversation),2100860
こった,,exp col,,1,"contraction of ""koto da""",2106260
こっちの話,こっちのはなし,exp col,,3,matter being discussed (e.g. in a private conversation),2262990
こっちゃ,,exp,,6,(as for (that)) thing (given (that)) thing matter fact,2567210
こつこつ働く,こつこつはたらく,exp v5k,v5,2,to work hard to toil to moil to keep one's nose to the grindstone to slug away,2623720
ことから,,exp,,3,from the fact that ...,2026620
ことが出来る,ことができる,exp v1 uk,v1,602,can (do) to be able to (do) can be done is able to be done,1004550
ことここに至る,ことここにいたる,exp v5r,v5,2,to reach a situation about which nothing can be done,2778530
ことになっている,,exp v1,v1,2,to be scheduled to (do) to be expected to (do),2215350
ことので,,exp,,2,from the fact that ...,2026630
ことほど左様に,ことほどさように,exp adv,,3,so ... that ... to that extent to that degree,2789300
ことゆえ無し,ことゆえなし,exp arch,,-98,without incident,2589010
ことを分ける,ことをわける,exp v1,v1,2,to reason with (a person),1877130
ことを好む,ことをこのむ,exp v5m,v5,2,to revel in trouble and discord to be bent on making trouble to like starting fights,1313610
こと自体,ことじたい,exp,,2,(the thing) itself,2513530
このおかげで,,exp,,2,because of this thanks to this due to this,1004630
このぐらい,,exp,,601,to this extent,1949250
このため,,exp,,603,because of this,1004640
このような場合に,このようなばあいに,exp adv,,2,in this kind of situation,1004680
この上,このうえ,exp adv,,4,furthermore besides moreover in addition further above or beyond this,1725250
この上とも,このうえとも,exp,,2,from now on in the future further,2711990
この上ない,このうえない,exp,,3,the most the best peerless the greatest first-rate,1985510
この上なく,このうえなく,exp,,4,most of all extremely,1985520
この世の物とも思えない,このよのものともおもえない,exp adj-i,adj-i,1,unearthly otherworldly out of this world ethereal,2791970
この世の物とも思えぬ,このよのものともおもえぬ,exp,,1,unearthly otherworldly out of this world ethereal,2791990
この世を去る,このよをさる,exp v5r,v5,3,to leave this world to die,2084340
この人,このひと,exp pn,,2,this person,2832955
この儘,このまま,exp uk,,6,as is as it is as things are like this this way at this rate,1725390
この内,このうち,exp uk,,605,among these between these of these,2232980
この分,このぶん,exp,,4,at this rate,2062720
この分では,このぶんでは,exp,,3,as affairs stand judging from the present situation as things are now,2407650
この場を借りて,このばをかりて,exp,,2,"take this opportunity (to apologize, thank, explain, etc.)",2815470
この場合,このばあい,exp,,4,in this case,1004720
この所,このところ,exp adj-no adv uk,,5,lately recently,1725320
この手,このて,exp,,3,this way (of doing) this sort (of thing),2407970
この時とばかりに,このときとばかりに,exp id,,1,taking an unexpected opportunity,2831521
この次,このつぎ,exp adj-no,,4,next,2398710
この次から,このつぎから,exp,,2,from now on,2106760
この結果,このけっか,exp,,3,consequently as a result,1004700
この通り,このとおり,exp,,3,like this in this way as you see,2233930
こまった人,こまったひと,exp n,,1,difficult person good-for-nothing pain in the ass (arse),2732160
こまを回す,こまをまわす,exp v5s,v5,3,to spin a top,1455740
こよなく愛する,こよなくあいする,exp vs-s,vs,2,to love greatly to love beyond all else,2200070
こりゃ,,exp,,7,hey there I say see here,2093510
これぞ,,exp,,2,this (emphatic),2830187
これで,,exp,,605,here with this,1004800
これでも,,exp,,2,even though things may appear this way,1982150
これでもかこれでもか,,exp adv-to,,1,as if it weren't already enough,2599170
これでもかと言うほど,これでもかというほど,exp,,2,as if it weren't already enough,2598760
これで勝つる,これでかつる,exp sl,,1,"victory is mine with this, I'll win",2741920
これと同じ,これとおなじ,exp,,2,the same as this,1004810
これと言った,これといった,exp uk,,4,nothing special (with neg. verb),1982170
これなら,,exp,,1,this one,2830342
これにより,,exp,,2,herewith from this,2108350
これより,,exp,,2,"from (this, here, etc.) since (this)",2413600
これより先,これよりさき,exp,,4,ahead further on beyond (this place),2413610
これを書いている時点で,これをかいているじてんで,exp,,2,at the time of writing,2200880
これ迄,これまで,exp adj-no uk,,613,so far up to now hitherto,1004820
ごく一部,ごくいちぶ,exp,,3,small fraction small proportion,2213420
ごく小さい,ごくちいさい,exp adj-i,adj-i,3,very small,1877900
ごつい手,ごついて,exp,,2,big hands massive hands,2551710
ごろりと横になる,ごろりとよこになる,exp v5r,v5,4,to throw oneself down to lie down,2029180
ごんす,,exp abbr arch pol,,-95,to be to exist,2253060
ご主人様,ごしゅじんさま,exp n,,4,master,2793200
ご免ください,ごめんください,exp uk,,612,may I come in?,1270690
ご参考まで,ごさんこうまで,exp,,3,for your reference FYR for your information FYI,2539990
ご多分にもれず,ごたぶんにもれず,exp,,3,as is usual with in common with,2125000
ご希望の向きは,ごきぼうのむきは,exp,,2,those who want it,1877880
ご心配なく,ごしんぱいなく,exp,,3,don't worry never mind,1005070
ご愁傷様,ごしゅうしょうさま,exp,,4,my condolences,2407660
ご愁傷様でございます,ごしゅうしょうさまでございます,exp,,2,my condolences,1637680
ご意見を伺う,ごいけんをうかがう,exp v5u,v5,2,to ask the opinion of (a superior),1877720
ご承知のとおり,ごしょうちのとおり,exp,,2,as you are aware as you know,2778610
ご承知のように,ごしょうちのように,exp,,1,as you know as you are aware,2778600
ご機嫌いかがですか,ごきげんいかがですか,exp uk,,2,How are you?,2538350
ご機嫌斜め,ごきげんななめ,exp,,3,in a bad temper cranky crabby,1877870
